FacilityId,County,Place,Class,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic
IL1310200,Mercer,Matherville,village,Matherville (PWS),4/2/19 13:20,2018,308,0,308,0,0,280,0,0,10,0,18
IL0311800,Cook,Matteson,village,Matteson (PWS),6/13/19 14:53,2018,6661,1,6660,631,6030,0,0,0,0,0,0
IL0290250,Coles,Mattoon,city,Mattoon-PWS,4/15/19 8:49,2018,7927,4,7923,0,7453,3,6,443,8,7,7
IL0311830,Cook,Maywood,village,Maywood (PWS),9/23/19 11:46,2018,6235,250,5985,3735,0,2000,0,0,500,0,0
IL0630500,Grundy,Mazon,village,Mazon (PWS),4/15/19 12:04,2018,431,0,431,0,301,0,1,0,96,2,31
IL0311740,Cook,McCook,village,Mc Cook (PWS),5/23/19 15:32,2018,180,5,175,0,70,0,53,0,52,5,0
IL1110600,McHenry,McHenry,city,McHenry (PWS),4/12/19 12:57,2018,8013,1,8012,80,7267,659,7,0,0,0,0
IL1130850,McLean,McLean,village,Mc Lean (PWS),3/14/19 11:37,2018,367,0,367,0,0,0,0,0,367,0,0
IL0650200,Hamilton,McLeansboro,city,Mc Leansboro (PWS),5/2/19 10:52,2018,1431,0,1431,0,1299,63,26,0,0,0,43
IL1550150,Putnam,McNabb,village,Mcnabb (PWS),4/15/19 13:47,2018,140,0,140,0,0,0,27,0,0,0,113
IL0710250,Henderson,Media,village,Media (PWS),6/26/19 11:06,2018,53,0,53,0,0,0,0,0,0,0,53
IL1170550,Macoupin,Medora,village,Medora (PWS),3/14/19 11:15,2018,243,0,243,0,2,30,0,0,178,2,31
IL0311860,Cook,Melrose Park,village,Melrose Park (PWS),4/5/19 11:09,2018,5347,0,5347,2674,0,0,0,1069,1604,0,0
IL0530200,Ford,Melvin,village,Melvin (PWS),3/14/19 8:17,2018,90,0,90,0,50,0,0,0,30,0,10
IL0010500,Adams,Mendon,village,Mendon (PWS),4/15/19 15:01,2018,435,0,435,0,0,0,5,0,420,0,10
IL0990550,LaSalle,Mendota,city,Mendota (PWS),4/15/19 13:58,2018,2874,0,2874,5,2869,0,0,0,0,0,0
IL1370300,Morgan,Meredosia,village,Meredosia (PWS),4/2/19 10:36,2018,500,0,500,0,0,0,0,0,450,0,50
IL0311890,Cook,Merrionette Park,village,Merrionette Park (PWS),4/15/19 19:15,2018,569,1,568,125,1,410,0,0,32,1,0
IL2030350,Woodford,Metamora,village,Metamora (PWS),3/20/19 12:45,2018,1726,0,1726,0,73,552,17,0,0,10,1074
IL0450250,Edgar,Metcalf,village,Metcalf (PWS),3/21/19 21:31,2018,75,0,75,0,0,0,0,0,0,0,75
IL1270150,Massac,Metropolis,city,Metropolis (PWS),4/11/19 15:32,2018,2756,0,2756,0,0,120,1930,0,0,0,706
IL1070500,Logan,Middletown,village,Middletown (PWS),4/9/19 14:15,2018,200,0,200,0,200,0,0,0,0,0,0
IL0311920,Cook,Midlothian,village,Midlothian (PWS),5/23/19 15:05,2018,4951,0,4951,397,1077,0,326,0,3150,0,1
IL1610400,Rock Island,Milan,village,Milan (PWS),3/25/19 13:46,2018,2737,0,2737,2,2635,94,0,0,0,0,6
IL0750650,Iroquois,Milford,village,Milford (PWS),4/16/19 6:41,2018,634,0,634,19,615,0,0,0,0,0,0
IL1930300,White,Mill Shoals,village,Mill Shoals (PWS),3/13/19 20:38,2018,125,0,125,0,52,13,5,0,2,0,53
IL0150150,Carroll,Milledgeville,village,Milledgeville (PWS),3/15/19 14:51,2018,548,0,548,0,54,0,1,0,477,0,16
IL1630850,St. Clair,Millstadt,village,Millstadt (PWS),3/25/19 14:55,2018,1888,0,1888,5,5,1302,6,0,170,0,400
IL1490450,Pike,Milton,village,Milton (PWS),4/12/19 15:22,2018,129,0,129,0,0,0,0,0,65,0,64
IL0110650,Bureau,Mineral,village,Mineral (PWS),4/29/19 13:03,2018,110,0,110,0,0,30,0,0,70,0,10
IL1790450,Tazewell,Minier,village,Minier (PWS),3/14/19 10:42,2018,619,0,619,0,0,0,93,0,370,0,156
IL2030400,Woodford,Minonk,city,Minonk (PWS),3/15/19 11:49,2018,1039,0,1039,0,1026,0,0,0,10,0,3
IL0630550,Grundy,Minooka,village,Minooka (PWS),5/17/19 14:12,2018,4325,0,4325,0,0,860,0,0,3465,0,0
IL1170600,Macoupin,Modesto,village,Modesto (PWS),5/20/19 8:21,2018,108,0,108,0,18,0,0,0,0,0,90
IL1970600,Will,Mokena,village,Mokena (PWS),3/18/19 14:09,2018,71,0,71,0,0,0,0,0,71,0,0
IL1610450,Rock Island,Moline,city,Moline (PWS),4/13/19 9:11,2018,17076,1,17075,1582,6980,0,1179,0,6846,489,0
IL0910650,Kankakee,Momence,city,Momence (PWS),3/25/19 11:18,2018,1316,0,1316,192,174,25,650,0,180,20,75
IL1970650,Will,Monee,village,Monee (PWS),4/5/19 12:22,2018,2026,0,2026,0,5,2011,10,0,0,0,0
IL1870150,Warren,Monmouth,city,Monmouth (PWS),4/15/19 11:09,2018,4068,0,4068,92,3565,290,1,0,0,0,120
IL0894690,Kane,Montgomery,village,Montgomery (PWS),5/22/19 8:29,2018,8723,0,8723,110,8587,0,25,0,0,0,1
IL1470350,Piatt,Monticello,city,Monticello (PWS),3/18/19 10:58,2018,2612,0,2612,0,1229,0,58,0,1083,0,242
IL0490350,Effingham,Montrose,village,Montrose (PWS),3/21/19 13:51,2018,126,2,124,0,0,0,1,0,16,0,109
IL0630600,Grundy,Morris,city,Morris (PWS),3/20/19 10:57,2018,5565,0,5565,1169,0,0,0,0,4092,69,235
IL1950350,Whiteside,Morrison,city,Morrison (PWS),4/16/19 7:26,2018,1956,0,1956,0,266,525,725,0,40,0,400
IL0210300,Christian,Morrisonville,village,Morrisonville (PWS),4/18/19 11:46,2018,488,0,488,0,55,37,114,0,72,0,210
IL1790500,Tazewell,Morton,village,Morton (PWS),3/26/19 13:04,2018,5970,0,5970,0,0,0,0,0,2625,30,3315
IL0311950,Cook,Morton Grove,village,Morton Grove (PWS),4/4/19 9:18,2018,8001,0,8001,1895,1733,0,92,0,4281,0,0
IL1530100,Pulaski,Mound City,city,Mound City (PWS),4/15/19 10:30,2018,249,0,249,0,0,0,0,249,0,0,0
IL0090050,Brown,Mound Station,village,Mound Station (PWS),3/13/19 13:47,2018,66,0,66,0,6,0,0,0,50,0,10
IL1530150,Pulaski,Mounds,city,Mounds (PWS),4/15/19 10:35,2018,497,0,497,0,0,0,0,497,0,0,0
IL0210350,Christian,Mount Auburn,village,Mount Auburn (PWS),4/11/19 14:41,2018,263,0,263,0,261,0,0,0,2,0,0
IL1850200,Wabash,Mount Carmel,city,Mount Carmel (PWS),5/3/19 13:47,2018,3246,0,3246,0,3230,0,0,0,7,6,3
IL0150200,Carroll,Mount Carroll,city,Mount Carroll (PWS),4/15/19 16:25,2018,923,0,923,0,618,0,50,0,152,3,100
IL1170650,Macoupin,Mount Clare,village,Mount Clare (PWS),3/27/19 11:04,2018,125,0,125,5,25,39,15,0,0,0,41
IL1910350,Wayne,Mount Erie,village,Mount Erie (PWS),3/26/19 10:10,2018,74,0,74,0,0,0,0,0,0,0,74
IL1410350,Ogle,Mount Morris,village,Mount Morris (PWS),3/15/19 8:14,2018,1156,0,1156,1,0,310,694,0,35,0,116
IL1170700,Macoupin,Mount Olive,city,Mount Olive (PWS),3/26/19 11:02,2018,1052,2,1050,0,1052,0,0,0,0,0,0
IL0311980,Cook,Mount Prospect,village,Mount Prospect (PWS),4/29/19 11:56,2018,11140,0,11140,179,9884,1059,1,4,0,13,0
IL1070400,Logan,Mount Pulaski,city,Mount Pulaski (PWS),4/3/19 9:56,2018,870,0,870,0,0,0,0,830,0,0,40
IL0090100,Brown,Mount Sterling,city,Mount Sterling (PWS),3/13/19 13:46,2018,1216,1,1215,0,80,15,130,0,850,0,141
IL0810300,Jefferson,Mount Vernon,city,Mount Vernon (PWS),6/27/19 9:01,2018,6541,6,6535,15,500,0,800,0,5126,0,100
IL1150350,Macon,Mount Zion,village,Mount Zion (PWS),5/13/19 15:23,2018,2037,0,2037,0,0,0,0,0,2037,0,0
IL1730200,Shelby,Moweaqua,village,Moweaqua (PWS),4/18/19 9:13,2018,825,0,825,31,620,20,25,0,118,0,11
IL1650250,Saline,Muddy,village,Muddy (PWS),4/1/19 20:29,2018,90,0,90,0,75,0,0,0,0,0,15
IL0050100,Bond,Mulberry Grove,village,Mulberry Grove (PWS),5/28/19 9:13,2018,318,2,316,0,39,0,7,0,50,0,222
IL0971150,Lake,Mundelein,village,Mundelein (PWS),4/8/19 9:57,2018,10888,10888,0,17,3534,0,19,0,6439,777,102
IL0770500,Jackson,Murphysboro,city,Murphysboro (PWS),3/27/19 11:15,2018,7390,0,7390,0,0,7000,0,0,0,0,390
IL0434670,DuPage,Naperville,city,Naperville (PWS),4/12/19 13:13,2018,43226,0,43226,337,135,0,7,0,42372,373,2
IL0990600,LaSalle,Naplate,village,Naplate (PWS),4/6/19 13:29,2018,243,0,243,0,0,0,0,0,240,0,3
IL1890300,Washington,Nashville,city,Nashville (PWS),3/14/19 7:59,2018,1726,2,1724,0,0,0,0,817,637,0,272
IL0810350,Jefferson,Nason,city,Nason (PWS),3/28/19 9:18,2018,120,0,120,0,69,1,0,0,0,0,50
IL0670500,Hancock,Nauvoo,city,Nauvoo (PWS),4/29/19 10:12,2018,685,0,685,0,650,20,0,0,0,0,15
IL1490500,Pike,Nebo,village,Nebo (PWS),7/9/19 14:20,2018,148,0,148,0,88,0,0,0,40,0,20
IL0350150,Cumberland,Neoga,city,Neoga (PWS),4/22/19 14:33,2018,637,0,637,0,0,0,0,574,0,0,63
IL0110700,Bureau,Neponset,village,Neponset (PWS),4/29/19 12:54,2018,200,0,200,0,0,0,0,0,194,3,3
IL1631050,St. Clair,New Athens,village,New Athens (PWS),4/15/19 13:27,2018,932,0,932,6,457,100,44,0,300,0,25
IL0274700,Clinton,New Baden,village,New Baden (PWS),3/28/19 10:18,2018,1490,1,1489,0,560,0,0,0,907,1,22
IL1670800,Sangamon,New Berlin,village,New Berlin (PWS),3/27/19 13:58,2018,615,1,614,0,3,0,0,0,575,0,37
IL1310250,Mercer,New Boston,city,New Boston (PWS),4/2/19 13:18,2018,294,0,294,0,2,260,0,0,12,0,20
IL1490550,Pike,New Canton,town,New Canton (PWS),4/12/19 15:23,2018,164,0,164,0,0,0,0,0,134,0,30
IL0590150,Gallatin,New Haven,village,New Haven (PWS),4/10/19 15:45,2018,228,0,228,0,33,9,5,0,0,0,181
IL1070450,Logan,New Holland,village,New Holland (PWS),3/19/19 17:54,2018,133,0,133,0,16,0,0,92,20,0,5
IL1970700,Will,New Lenox,village,New Lenox (PWS),4/26/19 14:22,2018,9279,0,9279,0,0,0,0,0,9279,0,0
IL1890350,Washington,New Minden,village,New Minden (PWS),3/18/19 8:26,2018,130,0,130,0,85,5,0,0,16,0,24
IL0930100,Kendall,Newark,village,Newark (PWS),3/13/19 13:48,2018,388,0,388,0,18,313,0,0,0,17,40
IL0410250,Douglas,Newman,city,Newman (PWS),3/14/19 7:26,2018,468,0,468,0,0,0,0,0,399,0,69
IL0790100,Jasper,Newton,city,Newton (PWS),5/1/19 7:25,2018,1784,1,1783,0,1395,0,3,0,291,0,95
IL0312010,Cook,Niles,village,Niles (PWS),4/9/19 12:47,2018,8872,1,8871,902,6144,0,318,0,1494,1,13
IL1170750,Macoupin,Nilwood,town,Nilwood (PWS),4/11/19 14:32,2018,505,0,505,0,444,0,0,0,0,0,61
IL1590150,Richland,Noble,village,Noble (PWS),5/23/19 14:13,2018,523,0,523,0,0,0,0,0,523,0,0
IL1350450,Montgomery,Nokomis,city,Nokomis (PWS),3/14/19 8:44,2018,1200,0,1200,46,50,25,25,0,750,0,304
IL1130900,McLean,Normal,town,Normal (PWS),4/10/19 9:31,2018,17863,0,17863,77,2012,0,139,0,14269,821,545
IL0312040,Cook,Norridge,village,Norridge (PWS),3/13/19 14:42,2018,4900,0,4900,13,3424,0,5,0,1454,4,0
IL0570750,Fulton,Norris,village,Norris (PWS),5/1/19 2:07,2018,115,0,115,0,0,0,0,0,0,0,115
IL1930350,White,Norris City,village,Norris City (PWS),4/10/19 15:52,2018,972,863,109,1,805,24,25,0,0,0,117
IL0890600,Kane,North Aurora,village,North Aurora (PWS),3/25/19 9:13,2018,6101,1,6100,650,151,2000,50,0,3200,50,0
IL0971250,Lake,North Chicago,city,North Chicago (PWS),4/11/19 12:30,2018,4000,0,4000,0,4000,0,0,0,0,0,0
IL0550300,Franklin,North City,village,North City (PWS),5/6/19 12:58,2018,367,0,367,0,367,0,0,0,0,0,0
IL1310300,Mercer,North Henderson,village,North Henderson (PWS),4/12/19 9:23,2018,83,0,83,0,13,0,0,0,20,0,50
IL1790550,Tazewell,North Pekin,village,North Pekin (PWS),3/13/19 10:30,2018,717,0,717,0,0,0,0,0,403,0,314
IL0312160,Cook,North Riverside,village,North Riverside (PWS),4/9/19 9:31,2018,2447,0,2447,1591,0,789,0,0,32,35,0
IL0990650,LaSalle,North Utica,village,North Utica (PWS),4/12/19 15:14,2018,496,0,496,65,0,0,0,0,296,2,133
IL0312070,Cook,Northbrook,village,Northbrook (PWS),4/15/19 8:18,2018,13004,2,13002,2190,0,621,0,0,9685,508,0
IL0312100,Cook,Northfield,village,Northfield (PWS),4/16/19 16:14,2018,2041,0,2041,110,0,0,0,0,1931,0,0
IL0314710,Cook,Northlake,city,Northlake (PWS),4/5/19 10:31,2018,200,0,200,14,0,0,0,0,186,0,0
IL1631100,St. Clair,O'Fallon,city,O Fallon (PWS),3/19/19 8:45,2018,17874,0,17874,0,1529,9624,0,0,6721,0,0
IL0430700,DuPage,Oak Brook,village,Oak Brook (PWS),4/9/19 14:46,2018,5250,0,5250,0,0,4583,0,0,667,0,0
IL0312190,Cook,Oak Forest,city,Oak Forest (PWS),4/18/19 11:56,2018,8488,0,8488,12,0,8347,9,115,0,0,5
IL0312220,Cook,Oak Lawn,village,Oak Lawn (PWS),4/11/19 10:13,2018,17044,13,17031,5479,1000,9552,0,0,1000,13,0
IL0312250,Cook,Oak Park,village,Oak Park (PWS),4/22/19 15:01,2018,13725,0,13725,4570,7777,0,762,0,293,323,0
IL0430750,DuPage,Oakbrook Terrace,city,Oakbrook Terrace (PWS),3/18/19 14:46,2018,555,0,555,0,0,0,0,0,555,0,0
IL1290150,Menard,Oakford,village,Oakford (PWS),5/10/19 19:43,2018,129,0,129,0,129,0,0,0,0,0,0
IL0290300,Coles,Oakland,city,Oakland (PWS),5/30/19 9:25,2018,531,0,531,0,56,40,140,0,0,0,295
IL1830600,Vermilion,Oakwood,village,Util Inc - Oakwood (PWS),6/7/19 11:10,2018,740,0,740,0,0,0,14,0,630,0,96
IL0330150,Crawford,Oblong,village,Oblong (PWS),3/15/19 9:58,2018,1085,0,1085,0,399,0,119,0,5,0,562
IL1050550,Livingston,Odell,village,Odell (PWS),3/14/19 9:53,2018,469,0,469,0,0,0,0,0,469,0,0
IL1210350,Marion,Odin,village,Odin (PWS),4/26/19 14:23,2018,1052,0,1052,0,724,0,6,0,2,0,320
IL0190500,Champaign,Ogden,village,Ogden (PWS),4/26/19 20:59,2018,320,0,320,0,0,0,0,0,320,0,0
IL0990700,LaSalle,Oglesby,city,Oglesby (PWS),4/12/19 14:09,2018,1800,0,1800,300,0,0,0,750,750,0,0
IL0110800,Bureau,Ohio,village,Ohio (PWS),5/23/19 19:54,2018,227,0,227,0,227,0,0,0,0,0,0
IL1890400,Washington,Okawville,village,Okawville (PWS),4/4/19 10:26,2018,667,0,667,0,0,593,0,0,0,0,74
IL0590200,Gallatin,Old Shawneetown,village,Old Shawneetown (PWS),4/1/19 20:30,2018,120,0,120,0,120,0,0,0,0,0,0
IL1530250,Pulaski,Olmsted,village,Olmsted (PWS),4/15/19 10:28,2018,307,0,307,0,0,0,2,301,0,0,4
IL1590200,Richland,Olney,city,Olney (PWS),4/9/19 7:45,2018,4639,4,4635,0,2990,0,0,0,1080,0,569
IL0312280,Cook,Olympia Fields,village,Olympia Fields (PWS),5/17/19 13:15,2018,1900,0,1900,195,0,0,0,555,1150,0,0
IL0590250,Gallatin,Omaha,village,Omaha (PWS),5/1/19 11:37,2018,148,148,0,0,18,0,0,0,50,0,80
IL0750700,Iroquois,Onarga,village,Onarga (PWS),5/2/19 10:20,2018,532,0,532,4,487,0,0,0,25,0,16
IL0950400,Knox,Oneida,city,Oneida (PWS),5/9/19 13:14,2018,280,0,280,0,0,0,0,0,253,0,27
IL0710300,Henderson,Oquawka,village,Oquawka (PWS),4/26/19 13:59,2018,700,0,700,0,700,0,0,0,0,0,0
IL1770350,Stephenson,Orangeville,village,Orangeville (PWS),3/17/19 18:38,2018,352,0,352,0,0,0,15,0,269,0,68
IL1150450,Macon,Oreana,village,Oreana (PWS),3/27/19 14:40,2018,315,0,315,0,0,280,0,0,35,0,0
IL1410400,Ogle,Oregon,city,Oregon (PWS),4/15/19 13:23,2018,1244,0,1244,1,202,0,8,0,682,0,351
IL0550350,Franklin,Orient,city,Orient (PWS),3/20/19 9:33,2018,163,0,163,0,7,0,0,0,148,0,8
IL0730700,Henry,Orion,village,Orion (PWS),4/12/19 8:55,2018,800,0,800,0,0,0,100,276,400,4,20
IL0312310,Cook,Orland Park,village,Orland Park (PWS),4/11/19 13:20,2018,23788,1,23787,0,603,0,0,0,23185,0,0
IL0930150,Kendall,Oswego,village,Oswego (PWS),3/26/19 8:08,2018,11342,0,11342,4,1194,0,24,0,10108,10,2
IL0990800,LaSalle,Ottawa,city,Ottawa (PWS),4/12/19 14:08,2018,7259,169,7090,8,0,0,0,6107,1016,0,128
IL0210400,Christian,Owaneco,village,Owaneco (PWS),3/26/19 13:01,2018,104,1,103,0,0,0,0,0,0,0,104
IL0312340,Cook,Palatine,village,Palatine (PWS),5/23/19 10:06,2018,18456,0,18456,214,0,18242,0,0,0,0,0
IL0210450,Christian,Palmer,village,Palmer (PWS),3/16/19 10:00,2018,111,111,0,0,60,0,0,0,0,0,51
IL1170800,Macoupin,Palmyra,village,Palmyra (PWS),5/6/19 9:16,2018,312,0,312,0,0,35,68,112,4,0,93
IL0312370,Cook,Palos Heights,city,Palos Heights (PWS),5/2/19 11:01,2018,5250,1,5249,0,0,0,0,0,5248,1,1
IL0312400,Cook,Palos Hills,city,Palos Hills (PWS),3/20/19 14:29,2018,6602,0,6602,0,0,0,0,0,6602,0,0
IL0311000,Cook,Palos Park,village,Palos Park (PWS),4/29/19 8:46,2018,1835,0,1835,0,0,0,0,0,1825,9,1
IL0210500,Christian,Pana,city,Pana (PWS),4/3/19 12:52,2018,2565,0,2565,0,1973,0,4,441,132,1,14
IL0054720,Bond,Panama,village,Panama (PWS),4/26/19 13:55,2018,197,0,197,0,192,0,0,0,0,0,5
IL0450300,Edgar,Paris,city,Paris (PWS),4/27/19 13:09,2018,3904,1,3903,50,3217,195,97,0,62,0,283
IL0971400,Lake,Park City,city,Park City (PWS),4/8/19 14:09,2018,420,319,101,0,0,270,0,0,150,0,0
IL0314740,Cook,Park Forest,village,Park Forest (PWS),3/13/19 14:43,2018,9260,0,9260,2,7660,107,0,0,1490,0,1
IL0312460,Cook,Park Ridge,city,Park Ridge (PWS),4/5/19 6:52,2018,12542,518,12024,4900,0,3000,4000,0,642,0,0
IL1590250,Richland,Parkersburg,village,Parkersburg (PWS),5/23/19 13:24,2018,169,0,169,0,169,0,0,0,0,0,0
IL1210400,Marion,Patoka,village,Patoka (PWS),4/8/19 11:37,2018,273,0,273,0,149,0,0,0,86,0,38
IL0610450,Greene,Patterson (Wilmington),village,Patterson (Inc As Wilmington) (PWS),7/29/19 9:41,2018,120,0,120,0,3,1,0,0,0,0,116
IL1030400,Lee,Paw Paw,village,Paw Paw (PWS),4/4/19 11:19,2018,399,0,399,0,0,0,20,0,304,0,75
IL1670850,Sangamon,Pawnee,village,Pawnee (PWS),4/12/19 8:34,2018,1243,0,1243,0,0,0,124,0,1055,1,63
IL0530250,Ford,Paxton,city,Paxton (PWS),3/14/19 10:31,2018,2108,1,2107,0,0,0,500,0,1101,0,507
IL0010550,Adams,Payson,village,Payson (PWS),4/12/19 15:23,2018,401,0,401,0,0,0,0,0,400,0,1
IL1490650,Pike,Pearl,village,Pearl (PWS),5/9/19 17:48,2018,64,0,64,0,0,64,0,0,0,0,0
IL1770400,Stephenson,Pearl City,village,Pearl City (PWS),4/12/19 13:34,2018,325,0,325,0,0,0,0,0,120,0,205
IL2010250,Winnebago,Pecatonica,village,Pecatonica (PWS),4/9/19 7:49,2018,942,0,942,19,115,450,35,0,303,0,20
IL1434750,Peoria,Peoria Heights,village,Peoria Heights (PWS),3/14/19 13:30,2018,2776,0,2776,113,2170,0,80,0,337,0,76
IL1970750,Will,Peotone,village,Aqua Illinois - Peotone (PWS),4/30/19 16:16,2018,1735,0,1735,25,438,0,0,1265,0,7,0
IL1570350,Randolph,Percy,village,Percy (PWS),4/11/19 21:03,2018,444,0,444,0,0,0,0,0,279,0,165
IL1490700,Pike,Perry,village,Perry (PWS),4/12/19 15:24,2018,220,0,220,0,0,0,0,0,130,0,90
IL0990850,LaSalle,Peru,city,Peru (PWS),5/20/19 15:26,2018,5040,0,5040,2256,0,0,151,0,2532,0,101
IL1290200,Menard,Petersburg,city,Petersburg (PWS),4/4/19 10:34,2018,1986,2,1984,0,1,0,0,264,1721,0,0
IL0312490,Cook,Phoenix,village,Phoenix (PWS),6/7/19 15:43,2018,583,0,583,0,583,0,0,0,0,0,0
IL1194760,Madison,Pierron,village,Pierron (PWS),4/4/19 13:16,2018,746,1,745,0,12,0,0,0,3,0,731
IL1450150,Perry,Pinckneyville,city,Pinckneyville (PWS),4/30/19 13:01,2018,1820,0,1820,0,0,0,10,770,1000,0,40
IL0890160,Kane,Pingree Grove,village,Pingree Grove (PWS),4/9/19 15:22,2018,3361,0,3361,0,0,0,0,0,2736,0,625
IL0530300,Ford,Piper City,village,Piper City (PWS),3/13/19 10:26,2018,380,0,380,9,7,0,149,0,209,0,6
IL1990600,Williamson,Pittsburg,village,Pittsburg (PWS),3/15/19 8:58,2018,1165,1,1164,0,0,0,0,0,0,0,1165
IL1490750,Pike,Pittsfield,city,Pittsfield (PWS),4/29/19 9:18,2018,2193,0,2193,50,625,0,45,0,1461,0,12
IL1970800,Will,Plainfield,village,Plainfield (PWS),4/26/19 15:13,2018,13720,0,13720,223,132,71,13,0,13254,27,0
IL0010600,Adams,Plainville,village,Plainville (PWS),4/12/19 15:24,2018,156,0,156,0,0,0,0,0,156,0,0
IL0930200,Kendall,Plano,city,Plano (PWS),3/15/19 12:05,2018,3981,0,3981,0,23,0,0,0,3953,0,5
IL1490800,Pike,Pleasant Hill,village,Pleasant Hill (PWS),7/9/19 14:16,2018,487,0,487,0,0,0,20,217,100,0,150
IL1670900,Sangamon,Pleasant Plains,village,Pleasant Plains (PWS),4/1/19 16:27,2018,580,0,580,0,0,0,0,570,0,0,10
IL0670550,Hancock,Plymouth,village,Plymouth (PWS),3/14/19 16:22,2018,262,0,262,0,0,0,0,0,261,0,1
IL0050200,Bond,Pocahontas,village,Pocahontas (PWS),4/26/19 14:03,2018,363,0,363,0,362,0,1,0,0,0,0
IL1410450,Ogle,Polo,city,Polo (PWS),1/4/19 14:52,2018,1077,0,1077,82,694,300,0,0,0,0,1
IL0070150,Boone,Poplar Grove,village,Poplar Grove (PWS),4/12/19 14:00,2018,445,0,445,0,0,0,0,0,425,0,20
IL1610550,Rock Island,Port Byron,village,Port Byron (PWS),4/6/19 9:52,2018,498,0,498,0,488,10,0,0,0,0,0
IL0312520,Cook,Posen,village,Posen (PWS),5/30/19 9:17,2018,1714,0,1714,1199,0,0,0,0,515,0,0
IL1830650,Vermilion,Potomac,village,Potomac (PWS),4/14/19 16:32,2018,325,0,325,0,6,0,0,0,319,0,0
IL1090400,McDonough,Prairie City,village,Prairie City (PWS),4/14/19 16:20,2018,246,2,244,0,0,0,0,0,195,2,49
IL1570400,Randolph,Prairie du Rocher,village,Prairie Du Rocher (PWS),5/30/19 10:53,2018,302,0,302,0,0,0,0,0,216,0,86
IL0110850,Bureau,Princeton,city,Princeton (PWS),3/27/19 9:12,2018,3795,0,3795,0,3795,0,0,0,0,0,0
IL1430750,Peoria,Princeville,village,Princeville (PWS),4/3/19 10:45,2018,743,0,743,67,0,533,0,0,0,0,143
IL1950400,Whiteside,Prophetstown,city,Prophetstown (PWS),4/8/19 23:38,2018,901,0,901,13,355,0,111,1,375,6,40
IL0312530,Cook,Prospect Heights,city,Prospect Heights (PWS),4/2/19 8:13,2018,1011,0,1011,0,0,0,0,900,111,0,0
IL1530300,Pulaski,Pulaski,village,Pulaski (PWS),4/1/19 20:32,2018,130,0,130,0,130,0,0,0,0,0,0
IL0010650,Adams,Quincy,city,Quincy (PWS),4/15/19 14:15,2018,16925,3,16922,9944,0,5096,0,0,1822,0,63
IL1890450,Washington,Radom,village,Radom (PWS),4/9/19 9:42,2018,101,101,0,0,45,0,0,0,7,0,49
IL0510200,Fayette,Ramsey,village,Ramsey (PWS),4/15/19 13:52,2018,460,0,460,0,0,0,0,0,260,0,200
IL1830700,Vermilion,Rankin,village,Rankin (PWS),4/14/19 16:33,2018,215,0,215,0,0,0,0,0,215,0,0
IL0190650,Champaign,Rantoul,village,Rantoul (PWS),3/13/19 15:37,2018,5020,0,5020,0,0,40,310,20,4571,5,74
IL1610600,Rock Island,Rapids City,village,Rapids City (PWS),4/12/19 7:25,2018,415,0,415,0,0,0,0,0,389,0,26
IL0710350,Henderson,Raritan,village,Raritan (PWS),6/26/19 11:07,2018,65,0,65,0,0,0,0,0,0,0,65
IL1350550,Montgomery,Raymond,village,Raymond (PWS),4/15/19 9:58,2018,485,0,485,0,0,0,0,0,485,0,0
IL1570450,Randolph,Red Bud,city,Red Bud (PWS),4/12/19 11:34,2018,1868,1,1867,48,0,200,0,0,1000,0,620
IL0914780,Kankakee,Reddick,village,Reddick (PWS),4/12/19 14:04,2018,96,0,96,0,0,0,0,0,90,0,6
IL1614800,Rock Island,Reynolds,village,Reynolds (PWS),4/11/19 17:23,2018,259,0,259,0,259,0,0,0,0,0,0
IL1110750,McHenry,Richmond,village,Richmond (PWS),4/3/19 11:42,2018,732,0,732,80,162,135,40,0,309,0,6
IL0312550,Cook,Richton Park,village,Richton Park (PWS),3/18/19 13:30,2018,3700,0,3700,148,947,0,0,0,2604,0,1
IL1890500,Washington,Richview,village,Richview (PWS),4/8/19 11:38,2018,180,0,180,0,89,0,0,0,54,0,37
IL1830750,Vermilion,Ridge Farm,village,Ridge Farm (PWS),5/6/19 10:41,2018,358,0,358,0,0,0,0,0,358,0,0
IL0950450,Knox,Rio,village,Rio (PWS),4/12/19 9:24,2018,115,0,115,0,0,0,0,15,20,0,80
IL0090150,Brown,Ripley,village,Ripley (PWS),4/2/19 10:36,2018,120,0,120,0,0,0,0,0,30,0,90
IL0312610,Cook,River Forest,village,River Forest (PWS),4/9/19 9:09,2018,3143,0,3143,323,2376,0,22,0,389,20,13
IL0312640,Cook,River Grove,village,River Grove (PWS),4/9/19 7:36,2018,2620,0,2620,2353,53,131,78,0,0,5,0
IL0312580,Cook,Riverdale,village,Riverdale (PWS),3/19/19 8:20,2018,3311,0,3311,30,2563,0,0,0,718,0,0
IL0312670,Cook,Riverside,village,Riverside (PWS),4/26/19 12:59,2018,3000,0,3000,240,2544,0,8,0,208,0,0
IL1670950,Sangamon,Riverton,village,Riverton (PWS),6/27/19 10:38,2018,1860,0,1860,0,1860,0,0,0,0,0,0
