"FacilityId","County","FacilityName","ReportedDate","ReportingYear","TotalServiceConnections","WholesaleConnections","RetailConnections","ServicesLead","ServicesUnknownMaterial","ServicesCopperLeadSolder","ServicesGalvanized","ServicesUnknownNotLead","ServicesCopperNonLeadSolder","ServicesCastDuctileIronTransite","ServicesPlastic"
"IL0015500","Adams","Illinois Veterans Home (Quincy)","3/16/2020 2:23:01 PM","2019","43","0","43","1","0","0","19","0","12","0","11"
"IL1490350","Pike","Hull (PWS)","3/16/2020 2:21:30 PM","2019","255","0","255","0","0","0","0","0","122","0","133"
"IL0010250","Adams","Golden (PWS)","3/16/2020 2:20:46 PM","2019","310","0","310","0","0","0","0","0","233","0","77"
"IL0015545","Adams","Expressway MHP (PWS)","3/16/2020 2:20:02 PM","2019","54","0","54","0","0","0","25","0","20","0","9"
"IL0010100","Adams","Clayton (PWS)","3/16/2020 2:19:04 PM","2019","320","0","320","0","0","0","0","0","320","0","0"
"IL0010050","Adams","Camp Point (PWS)","3/16/2020 2:18:12 PM","2019","555","0","555","0","0","0","0","0","510","0","45"
"IL0670200","Hancock","Bowen (PWS)","3/16/2020 2:16:54 PM","2019","270","0","270","0","23","0","0","0","230","0","17"
"IL1490100","Pike","Baylis (PWS)","3/16/2020 2:13:20 PM","2019","82","0","82","0","0","0","0","0","82","0","0"
"IL0430010","DuPage","York Township Water System (PWS)","3/16/2020 1:31:36 PM","2019","466","0","466","0","0","0","0","3","463","0","0"
"IL0437160","DuPage","Steeple Run Subdivision (PWS)","3/16/2020 1:29:01 PM","2019","672","0","672","0","0","0","0","0","672","0","0"
"IL0430060","DuPage","Southeast Regional Water Facility (PWS)","3/16/2020 1:27:42 PM","2019","1693","0","1693","0","0","0","0","0","1693","0","0"
"IL0435850","DuPage","North Regional Water Facility (PWS)","3/16/2020 1:26:19 PM","2019","255","0","255","0","0","0","0","0","255","0","0"
"IL0430040","DuPage","Hobson Valley Water System (PWS)","3/16/2020 1:24:03 PM","2019","133","0","133","0","0","0","0","0","133","0","0"
"IL0435500","DuPage","Glen Ellyn Heights Subdivision (PWS)","3/16/2020 1:22:52 PM","2019","616","0","616","0","0","0","0","0","616","0","0"
"IL0850050","Jo Daviess","Apple River (PWS)","3/16/2020 12:10:10 PM","2019","183","0","183","0","79","64","6","0","0","0","34"
"IL0850400","Jo Daviess","Scales Mound (PWS)","3/16/2020 11:59:56 AM","2019","194","1","193","0","50","0","0","0","100","0","44"
"IL0810350","Jefferson","Nason (PWS)","3/16/2020 11:34:51 AM","2019","121","0","121","0","68","0","0","0","1","0","52"
"IL0810400","Jefferson","Waltonville (PWS)","3/16/2020 11:33:28 AM","2019","765","0","765","0","5","0","0","0","2","0","758"
"IL0970750","Lake","Lake Bluff (PWS)","3/16/2020 11:24:34 AM","2019","2010","0","2010","79","1368","520","2","0","40","1","0"
"IL0850250","Jo Daviess","Hanover (PWS)","3/16/2020 11:21:52 AM","2019","430","0","430","1","379","0","0","0","43","0","7"
"IL0971080","Lake","Lake Barrington (PWS)","3/16/2020 11:08:18 AM","2019","84","0","84","0","0","0","0","0","78","6","0"
"IL0435300","DuPage","Utl Inc - Clarendon Water Company (PWS)","3/16/2020 10:02:10 AM","2019","251","0","251","0","0","0","0","0","251","0","0"
"IL1975280","Will","Util Inc - Cherry Hill Water Company (PWS)","3/16/2020 10:01:27 AM","2019","241","0","241","0","0","0","0","0","241","0","0"
"IL0550700","Franklin","West Frankfort (PWS)","3/16/2020 8:51:05 AM","2019","3821","2","3819","0","0","105","165","971","1135","0","1445"
"IL1610250","Rock Island","East Moline (PWS)","3/16/2020 7:44:30 AM","2019","6400","0","6400","8","0","0","0","0","6392","0","0"
"IL1090380","McDonough","Kiljordan Meadows Manufactured Home Community (PWS)","3/16/2020 7:11:01 AM","2019","300","0","300","0","300","0","0","0","0","0","0"
"IL1090030","McDonough","West Prairie Water Co-op (PWS)","3/16/2020 6:57:10 AM","2019","800","0","800","0","0","0","0","0","0","0","800"
"IL0735150","Henry","Ophiem (PWS)","3/15/2020 1:06:07 PM","2019","40","0","40","0","0","30","0","0","0","0","10"
"IL1310500","Mercer","New Windsor (PWS)","3/15/2020 1:02:48 PM","2019","340","0","340","8","0","302","0","0","0","0","30"
"IL1910020","Wayne","Jasper Waterworks Corporation (PWS)","3/15/2020 9:59:11 AM","2019","631","0","631","0","60","32","0","0","28","0","511"
"IL1915050","Wayne","Boyleston Waterworks Corp (PWS)","3/15/2020 9:56:59 AM","2019","379","0","379","0","59","42","0","0","17","0","261"
"IL0894130","Kane","Batavia (PWS)","3/14/2020 7:58:21 PM","2019","9330","0","9330","516","200","240","90","40","8236","0","8"
"IL0210450","Christian","Palmer (PWS)","3/14/2020 5:56:42 PM","2019","107","0","107","0","0","0","0","0","0","0","107"
"IL1130950","McLean","Saybrook (PWS)","3/14/2020 2:37:13 PM","2019","375","0","375","0","50","0","100","25","100","0","100"
"IL1970150","Will","Braidwood (PWS)","3/14/2020 9:50:36 AM","2019","2150","0","2150","0","18","0","0","0","2128","0","4"
"IL1995120","Williamson","Corinth PWD (PWS)","3/13/2020 3:05:53 PM","2019","1675","0","1675","0","0","0","0","0","0","0","1675"
"IL0310840","Cook","Evergreen Park (PWS)","3/13/2020 2:44:13 PM","2019","7012","0","7012","6660","0","67","0","0","156","75","54"
"IL0750200","Iroquois","Cissna Park (PWS)","3/13/2020 2:37:14 PM","2019","436","0","436","0","253","0","0","0","163","0","20"
"IL0310230","Cook","Mid-Mark Water Commission (PWS)","3/13/2020 1:56:05 PM","2019","2","2","0","0","0","0","0","0","0","2","0"
"IL2010150","Winnebago","Loves Park (PWS)","3/13/2020 12:49:20 PM","2019","9861","0","9861","0","0","0","163","0","9391","40","267"
"IL0991150","LaSalle","Tonica (PWS)","3/13/2020 12:28:57 PM","2019","335","0","335","1","152","0","1","0","170","0","11"
"IL0995030","LaSalle","Illinois American - Streator (PWS)","3/13/2020 11:35:26 AM","2019","8159","0","8159","219","0","0","23","0","7698","125","94"
"IL0971000","Lake","Lindenhurst (PWS)","3/13/2020 10:56:04 AM","2019","5013","0","5013","0","0","0","0","0","4988","0","25"
"IL1290100","Menard","Greenview (PWS)","3/13/2020 9:09:59 AM","2019","373","0","373","10","50","90","85","0","5","0","133"
"IL0975900","Lake","LCPWD - Pekara Subdivision (PWS)","3/13/2020 8:52:57 AM","2019","1228","0","1228","0","893","0","0","0","335","0","0"
"IL0970450","Lake","LCPWD - Hawthorn Woods (PWS)","3/13/2020 8:51:32 AM","2019","226","0","226","0","4","0","0","0","0","0","222"
"IL0975500","Lake","LCPWD - Forest Lake Addition (PWS)","3/13/2020 8:49:40 AM","2019","73","0","73","0","42","0","10","0","20","0","1"
"IL1250300","Mason","Manito (PWS)","3/13/2020 8:44:02 AM","2019","737","0","737","0","0","0","110","0","442","0","185"
"IL2030050","Woodford","Benson (PWS)","3/12/2020 6:55:19 PM","2019","215","0","215","0","182","0","3","0","16","0","14"
"IL1715050","Scott","Alsey-Glasgow Water Commission (PWS)","3/12/2020 5:42:11 PM","2019","181","1","180","1","33","6","14","4","32","2","89"
"IL1835120","Vermilion","Aqua Illinois-Vermilion County (PWS)","3/12/2020 3:10:42 PM","2019","19990","2","19988","0","19136","0","1","26","818","1","8"
"IL1830500","Vermilion","Aqua Illinois-Indianola (PWS)","3/12/2020 3:03:53 PM","2019","123","0","123","0","118","0","0","0","5","0","0"
"IL0190600","Champaign","Aqua Illinois - Philo (PWS)","3/12/2020 3:02:42 PM","2019","610","0","610","0","602","0","0","0","8","0","0"
"IL1970070","Will","Channahon East (PWS)","3/12/2020 3:01:25 PM","2019","288","0","288","0","17","0","0","0","271","0","0"
"IL1970200","Will","Channahon (PWS)","3/12/2020 2:59:13 PM","2019","3459","0","3459","0","154","0","0","0","3305","0","0"
"IL1415050","Ogle","Aqua Illinois - Woodlawn (PWS)","3/12/2020 2:05:49 PM","2019","99","0","99","0","0","0","0","0","44","0","55"
"IL2010080","Winnebago","Aqua Illinois - Sheridan Grove (PWS)","3/12/2020 2:04:59 PM","2019","40","0","40","0","3","0","0","0","37","0","0"
"IL1890400","Washington","Okawville (PWS)","3/12/2020 2:04:07 PM","2019","670","0","670","0","0","592","0","0","2","0","76"
"IL1415330","Ogle","Aqua Illinois - Nordic Woods (PWS)","3/12/2020 2:04:02 PM","2019","170","0","170","0","0","0","0","0","0","0","170"
"IL1030050","Lee","Amboy (PWS)","3/12/2020 1:58:01 PM","2019","938","0","938","34","746","11","1","0","109","0","37"
"IL0111000","Bureau","Spring Valley (PWS)","3/12/2020 1:49:50 PM","2019","2449","0","2449","0","2048","329","16","0","0","14","42"
"IL1790500","Tazewell","Morton (PWS)","3/12/2020 1:13:59 PM","2019","5990","0","5990","0","0","0","0","0","2625","30","3335"
"IL1830600","Vermilion","Util Inc - Oakwood (PWS)","3/12/2020 1:08:58 PM","2019","740","0","740","0","0","0","14","0","630","0","96"
"IL2015400","Winnebago","Wildwood Utilities Company (PWS)","3/12/2020 12:28:14 PM","2019","196","0","196","0","0","0","0","0","196","0","0"
"IL2010070","Winnebago","Util Inc - Westlake Utilities Inc (PWS)","3/12/2020 12:25:58 PM","2019","530","0","530","0","0","0","0","0","530","0","0"
"IL2015150","Winnebago","Util Inc - Coventry Hills Utilities, Inc. (PWS)","3/12/2020 12:24:27 PM","2019","247","0","247","0","0","0","0","0","127","0","120"
"IL2015160","Winnebago","Util Inc - Coventry Creek Subdivision (PWS)","3/12/2020 12:22:34 PM","2019","107","0","107","0","0","0","0","0","0","0","107"
"IL1490050","Pike","Barry (PWS)","3/12/2020 11:10:36 AM","2019","720","0","720","23","100","0","117","0","279","0","201"
"IL0015200","Adams","Clayton-Camp-Point Water Commission (PWS)","3/12/2020 10:58:06 AM","2019","992","50","942","0","0","0","0","0","0","50","942"
"IL1770400","Stephenson","Pearl City (PWS)","3/12/2020 10:46:41 AM","2019","316","0","316","0","0","0","0","0","316","0","0"
"IL1730400","Shelby","Stewardson (PWS)","3/12/2020 10:36:01 AM","2019","335","0","335","0","200","0","9","0","50","0","76"
"IL0155200","Carroll","Carroll Heights Utilities Company (PWS)","3/12/2020 10:27:18 AM","2019","30","0","30","0","0","0","0","0","20","0","10"
"IL1795040","Tazewell","Illinois American - Pekin (PWS)","3/12/2020 9:00:38 AM","2019","15866","0","15866","0","644","0","2179","0","12846","0","197"
"IL0470200","Edwards","West Salem (PWS)","3/12/2020 9:00:13 AM","2019","438","0","438","0","297","0","0","0","116","0","25"
"IL0510300","Fayette","St Peter (PWS)","3/12/2020 8:50:38 AM","2019","168","0","168","0","0","0","0","0","0","0","168"
"IL1075030","Logan","Illinois American - Lincoln (PWS)","3/12/2020 8:46:08 AM","2019","6054","1","6053","6","0","0","0","5831","0","0","217"
"IL0410020","Douglas","Arcola/Tuscola Water Transmission Main (PWS)","3/12/2020 8:39:31 AM","2019","34","2","32","0","0","0","0","0","34","0","0"
"IL0313090","Cook","Thornton (PWS)","3/12/2020 8:27:38 AM","2019","960","0","960","5","904","0","0","0","51","0","0"
"IL1670700","Sangamon","Loami (PWS)","3/12/2020 7:53:20 AM","2019","391","0","391","0","255","4","0","0","0","0","132"
"IL1430350","Peoria","Illinois American - Glasford (PWS)","3/12/2020 7:52:04 AM","2019","493","0","493","0","0","60","60","0","60","13","300"
"IL1615780","Rock Island","Tower Ridge Subdivision (PWS)","3/11/2020 10:13:15 PM","2019","22","0","22","0","0","0","0","22","0","0","0"
"IL1670130","Sangamon","Northbrook MHC (pws)","3/11/2020 5:13:17 PM","2019","87","0","87","0","0","76","11","0","0","0","0"
"IL1670120","Sangamon","Bissell Village MHC (pws)","3/11/2020 5:11:11 PM","2019","105","0","105","0","0","90","15","0","0","0","0"
"IL1191200","Madison","Worden (PWS)","3/11/2020 3:33:06 PM","2019","151","0","151","0","77","33","3","0","0","0","38"
"IL0430500","DuPage","Itasca (PWS)","3/11/2020 3:13:12 PM","2019","2995","0","2995","256","0","0","0","0","2469","270","0"
"IL0314970","Cook","Wheeling (PWS)","3/11/2020 12:55:12 PM","2019","8242","0","8242","105","0","0","0","0","7398","739","0"
"IL1790400","Tazewell","Marquette Heights (PWS)","3/11/2020 12:40:27 PM","2019","1166","0","1166","0","0","0","0","0","1111","0","55"
"IL1670300","Sangamon","Chatham (PWS)","3/11/2020 12:24:41 PM","2019","6186","1","6185","0","0","0","0","6186","0","0","0"
"IL0570500","Fulton","Illinois American - Farmington (PWS)","3/11/2020 12:23:06 PM","2019","1038","0","1038","0","18","0","1","0","989","0","30"
"IL1435030","Peoria","Illinois American - Peoria (PWS)","3/11/2020 12:17:50 PM","2019","62494","7","62487","10815","19","0","44","22308","23879","647","4782"
"IL0855100","Jo Daviess","Mount Vernon Association Inc (PWS)","3/11/2020 11:56:36 AM","2019","168","0","168","0","0","137","0","0","8","0","23"
"IL0490100","Effingham","Beecher City (PWS)","3/11/2020 11:33:27 AM","2019","294","0","294","0","0","0","0","0","183","0","111"
"IL1150500","Macon","Warrensburg (PWS)","3/11/2020 11:07:33 AM","2019","450","0","450","0","0","0","0","2","438","0","10"
"IL1895600","Washington","Washington County Water Company (PWS)","3/11/2020 10:51:57 AM","2019","4713","4","4709","0","0","424","0","0","0","0","4289"
"IL1570010","Randolph","Egyptian Water Company (PWS)","3/11/2020 10:50:14 AM","2019","851","1","850","0","0","0","0","0","0","0","851"
"IL1890150","Washington","Dubois (PWS)","3/11/2020 10:49:04 AM","2019","132","0","132","0","0","0","0","0","0","0","132"
"IL1570050","Randolph","Baldwin (PWS)","3/11/2020 10:47:58 AM","2019","271","0","271","0","0","0","0","0","57","0","214"
"IL1790700","Tazewell","Tremont (PWS)","3/11/2020 10:30:19 AM","2019","1080","0","1080","1","149","100","0","0","750","0","80"
"IL1890100","Washington","Ashley (PWS)","3/11/2020 10:29:41 AM","2019","358","0","358","0","0","0","0","5","25","0","328"
"IL0370100","DeKalb","De Kalb (PWS)","3/11/2020 10:19:50 AM","2019","10709","0","10709","240","1406","8967","2","0","0","94","0"
"IL1610400","Rock Island","Milan (PWS)","3/11/2020 10:17:04 AM","2019","2737","0","2737","2","2569","123","0","0","34","0","9"
"IL1435220","Peoria","Jubilee Water Company, Inc. (PWS)","3/11/2020 9:41:25 AM","2019","32","0","32","0","0","32","0","0","0","0","0"
"IL1430750","Peoria","Princeville (PWS)","3/11/2020 9:39:31 AM","2019","746","0","746","66","0","533","0","0","0","0","147"
"IL1795730","Tazewell","Lake Windermere Estates Subdivision (PWS)","3/11/2020 9:37:27 AM","2019","106","0","106","0","0","0","0","0","106","0","0"
"IL1590150","Richland","Noble (PWS)","3/11/2020 9:20:34 AM","2019","523","0","523","0","0","0","0","0","523","0","0"
"IL0775250","Jackson","Oraville Water District (PWS)","3/11/2020 9:05:44 AM","2019","440","0","440","0","0","0","0","0","0","0","440"
"IL1174160","Macoupin","Brighton (PWS)","3/11/2020 8:11:54 AM","2019","2064","1","2063","0","32","0","0","1883","141","0","8"
"IL0315770","Cook","Hillside Berkeley Water Commission (PWS)","3/11/2020 6:58:00 AM","2019","2","2","0","0","0","0","0","0","0","2","0"
"IL0910070","Kankakee","Windmill Estates (PWS)","3/10/2020 9:14:43 PM","2019","42","0","42","0","0","0","13","29","0","0","0"
"IL0915526","Kankakee","Skyview Subdivision (PWS)","3/10/2020 9:10:59 PM","2019","28","0","28","0","0","0","0","28","0","0","0"
"IL1990350","Williamson","Energy (PWS)","3/10/2020 7:20:22 PM","2019","552","0","552","0","0","0","0","0","532","0","20"
"IL0210400","Christian","Owaneco (PWS)","3/10/2020 6:39:06 PM","2019","104","0","104","0","0","0","0","0","0","0","104"
"IL0215150","Christian","Langleyville PWD (PWS)","3/10/2020 6:38:06 PM","2019","170","1","169","0","0","0","0","0","0","0","170"
"IL1190550","Madison","Highland (PWS)","3/10/2020 3:12:40 PM","2019","4764","4","4760","0","101","0","270","0","4286","0","107"
"IL0314480","Cook","Hanover Park (PWS)","3/10/2020 2:47:13 PM","2019","10218","0","10218","0","0","0","0","0","10218","0","0"
"IL0311500","Cook","Kenilworth (PWS)","3/10/2020 1:15:44 PM","2019","910","0","910","263","192","0","4","0","450","0","1"
"IL0050100","Bond","Mulberry Grove (PWS)","3/10/2020 1:07:54 PM","2019","318","2","316","0","0","0","7","39","50","0","222"
"IL0314400","Cook","Elk Grove Village (PWS)","3/10/2020 12:48:01 PM","2019","12535","0","12535","0","216","0","0","0","12319","0","0"
"IL1130050","McLean","Anchor (PWS)","3/10/2020 12:12:11 PM","2019","78","0","78","0","3","13","10","0","0","0","52"
"IL0970160","Lake","Glenstone Sbdv HOA (PWS)","3/10/2020 11:55:46 AM","2019","21","21","0","0","0","0","0","0","21","0","0"
"IL0370051","DeKalb","Cortland (PWS)","3/10/2020 11:34:07 AM","2019","1515","0","1515","0","0","0","0","0","1495","0","20"
"IL0430833","DuPage","Warrenville (PWS)","3/10/2020 11:25:17 AM","2019","4700","0","4700","0","0","0","0","0","4633","0","67"
"IL1210050","Marion","Alma (PWS)","3/10/2020 10:39:43 AM","2019","179","0","179","0","0","179","0","0","0","0","0"
"IL1830800","Vermilion","Rossville (PWS)","3/10/2020 10:29:58 AM","2019","648","0","648","0","0","0","293","0","192","0","163"
"IL1830450","Vermilion","Hoopeston (PWS)","3/10/2020 10:26:24 AM","2019","2300","0","2300","0","0","0","4","0","2280","9","7"
"IL0270040","Clinton","Gateway Regional Water Company (PWS)","3/10/2020 10:17:28 AM","2019","14","14","0","0","0","0","0","0","0","0","14"
"IL1370150","Morgan","Franklin (PWS)","3/10/2020 10:09:53 AM","2019","380","1","379","0","0","0","0","53","190","0","137"
"IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","3/10/2020 10:03:10 AM","2019","528","0","528","0","253","53","5","0","79","0","138"
"IL2030400","Woodford","Minonk (PWS)","3/10/2020 9:58:52 AM","2019","1039","0","1039","0","970","0","0","0","65","0","4"
"IL0850010","Jo Daviess","Frentress Lake (PWS)","3/10/2020 9:43:43 AM","2019","96","0","96","0","0","5","0","0","0","2","89"
"IL0850100","Jo Daviess","East Dubuque (PWS)","3/10/2020 9:40:55 AM","2019","964","0","964","11","510","431","0","0","0","4","8"
"IL0270100","Clinton","Aviston (PWS)","3/10/2020 9:32:38 AM","2019","1010","0","1010","0","0","0","0","0","806","0","204"
"IL2030350","Woodford","Metamora (PWS)","3/10/2020 9:30:29 AM","2019","1733","0","1733","0","69","556","17","0","0","11","1080"
"IL0315860","Cook","La Grange Highlands Sanitary District (PWS)","3/10/2020 9:25:48 AM","2019","1741","0","1741","0","0","0","0","0","1705","36","0"
"IL0312550","Cook","Richton Park (PWS)","3/10/2020 9:14:01 AM","2019","3700","0","3700","148","947","0","0","0","2604","0","1"
"IL0890200","Kane","Carpentersville (PWS)","3/10/2020 8:17:30 AM","2019","10545","1","10544","209","389","0","4","0","9942","1","0"
"IL1655030","Saline","Eldorado (PWS)","3/10/2020 8:05:05 AM","2019","1993","0","1993","0","1283","650","0","0","0","0","60"
"IL2015300","Winnebago","Legend Lakes Water Association (PWS)","3/9/2020 9:31:32 PM","2019","87","0","87","0","0","0","0","0","80","0","7"
"IL2010030","Winnebago","Forest View MHP (PWS)","3/9/2020 9:30:02 PM","2019","331","0","331","0","0","0","0","0","0","0","331"
"IL0495350","Effingham","Snake Trail Water Association (PWS)","3/9/2020 7:21:32 PM","2019","51","0","51","0","0","0","0","0","1","0","50"
"IL2010100","Winnebago","Durand (PWS)","3/9/2020 4:04:52 PM","2019","558","0","558","0","0","0","0","0","491","2","65"
"IL1250010","Mason","Forest City (PWS)","3/9/2020 3:19:43 PM","2019","105","0","105","0","0","0","0","0","0","0","105"
"IL0910650","Kankakee","Momence (PWS)","3/9/2020 3:16:14 PM","2019","1314","0","1314","190","174","25","650","0","180","20","75"
"IL1330300","Monroe","Waterloo (PWS)","3/9/2020 2:41:51 PM","2019","4665","0","4665","0","0","0","0","1571","3044","0","50"
"IL0890850","Kane","Sugar Grove (PWS)","3/9/2020 2:15:25 PM","2019","4272","0","4272","0","0","1450","3","0","2768","49","2"
